eur_mxn,usd_mxn,gbp_mxn
5.614384547592203e-4,0.0027113999123259307,0.005778495080770574
0.007028804687415361,-0.003198673948637527,0.00432563751112587
-0.006178565325640648,-0.008621671411525712,-3.7399294029297794e-4
0.002506020955473259,0.004936699436312005,0.00451966785470196
0.005234258880332703,6.455251962677654e-4,0.006926164799223709
4.6458141190798373e-4,2.5418343708140476e-4,9.732811281497484e-4
-0.001675744267840171,0.003253050974813439,-0.0032066873002932687
-0.01209480044488157,0.007222864874668501,-0.002448858766141168
0.010036324616198002,-0.0010646158226695526,0.0052819667564784015
-0.0012151318128244878,0.0038466170502467166,0.001308885779396786
-0.009780980252245346,0.008542189526025557,0.007521008220506462
0.023516616173866023,0.0017837353589762424,0.004025196387611623
-0.005791764089464628,0.004033505752723956,-0.0012411274065806338
-0.004739192862768561,-0.006678394536333744,-0.0010842804353125139
-0.002104610095512948,0.002918537960710883,-0.006317644752127122
-7.198611170719543e-4,3.053804236708725e-4,0.004161919248077017
5.125532462095351e-4,0.005386060683004992,-0.001552598840269462
0.0017142795596894707,0.002193045703643412,-0.0035583256363807053
0.007638170544748877,-0.00233224832593931,-0.0037394870625616643
-0.0029990682530607374,-0.006519892190814744,-0.0022825379382791647
0.002679595836215914,0.0020233648194951655,0.0059851904025075625
-0.013747993939571039,-0.004542378316109449,-0.0031605035795632943
-0.002652994293886447,0.00858319794010615,0.005274250050663125
0.0023058484081290844,0.0018847762506717727,0.008191825683901623
-0.003478103072668637,0.005984910734891451,7.450780953659007e-4
0.0016362732289687285,0.005112218090311501,0.005755649503973802
0.005036803803887284,5.498288537767386e-4,0.0026928519087994597
0.009826847126932584,0.005965482754487694,-5.299988988909056e-4
0.004991207636918873,0.006127522224448349,0.00981875206516296
0.011718518936719664,0.003572593993055132,1.1890157453206758e-5
0.0012574735009470434,0.0017814300187193584,0.002763942438228831
0.013435568384894845,-8.596341472287197e-4,0.005457704773415813
-0.002860312371394666,2.2732229150181985e-4,0.0019031675191082372
-0.007444009546448191,-0.00140130195078091,-2.7169879295035003e-4
-0.005130359836334753,-0.009578319026157531,-0.0010006579963776922
-0.006389493965606091,0.004442180066255937,-0.007461609443222328
0.0023564357162619725,0.0070654694119301415,0.0014286113824311943
0.001004095642283611,0.0042019956961966256,0.005477121612695179
0.0056618829793025184,-0.0024479353453909806,0.006634931124267636
-3.9254171259687695e-4,-0.010403378000387905,-0.008138713358873026
-0.006149330041586196,0.0012190573546154106,-0.011084734122330254
0.005206656912024146,0.008405704057616616,0.006369625530637126
0.010638130271440161,-0.00347068198189599,0.008228110633895272
0.0071179243590322894,0.009084372590269346,-0.0014020648464339836
0.009163022450549807,-0.002124274309216199,0.00913362655935406
-0.006156180450781488,0.004079858316121489,0.002067793114822543
7.420579530459592e-4,-8.585580558328385e-4,-0.0019974569397056313
-0.0052557181751218636,0.010964822863874887,0.004247658382821332
0.019093996371372702,0.011394052495510194,0.012198015687818607
0.021864144426293038,0.011354032912585497,0.011705675329210746
0.027258859002420373,0.010801412095890951,0.01402918135116967
0.025178209386215365,0.006405452968904682,0.012667603670114987
0.004046830682594154,-0.014307639002792367,0.0024222217207537874
-0.03320569029195341,-0.009250366832465103,-0.02833719867922063
-0.016988733444175234,-0.007442159276938414,-0.013402192628828526
-0.009794914820074578,-1.491695059214004e-4,-0.006387763169150863
-1.0120278076854666e-4,0.01241597215518369,-0.004456177236332518
